TDAVGW v1.17n, TDIP data processed on 2021/05/18: Majuba
LINE:1N ARRAY:DPDP DIPOLE:300 UNITS:m T=59.412,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438,148.438
T1X T2X R1X R2X T1Y T2Y R1Y R2Y PltX PltY Z N Line Vp I TxFreq Sp ARes ARerr IPm IPerr MF QC IP0 IP1 IP2 IP3 IP4 IP5 IP6 IP7 IP8 IP9 IP10 IP11 IP12 PltEast PltNorth PltElev TxEast1 TxNorth1 TxElev1 TxEast2 TxNorth2 TxElev2 RxEast1 RxNorth1 RxElev1 RxEast2 RxNorth2 RxElev2 
1200 1500 3600 3900 3 3 3 3 2550 3 -1200 7 3 5.7641 5.9 0.125 -11.214 464.07 0.11 9.93 1.2 21.39 1 437.5 26.68 15.17 10.34 8.133 6.82 5.84 5.02 4.3 3.234 2.936 2.78 2.18 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 3000 3300 3 3 3 3 2700 3 -450 2 3 315.7 13.5 0.125 -98.32 528.96 0.01 23.25 0.01 43.95 1 425.2 36.2 27.9 22.3 19.26 16.77 14.93 13.5 12.4 11.26 10.43 9.6 8.9 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 3300 3600 3 3 3 3 2700 3 -750 4 3 86.217 9.5 0.125 8.585 1026.4 0.01 12.88 0.01 12.55 1 429.8 27.1 16 12.47 10.7 9.1 8.043 7.2 6.7 6.033 5.7 5.3 4.9 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1500 1800 3600 3900 3 3 3 3 2700 3 -1050 6 3 16 6.5 0.125 -10.739 779.48 0.02 12.38 0.05 15.88 1 431.6 25.87 16.1 12.3 10.06 8.967 7.5 7 6.239 5.767 5.467 4.833 4.761 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1200 1500 3900 4200 3 3 3 3 2700 3 -1350 8 3 5.446 5.9 0.125 0.652 626.36 0.11 13.64 1.31 21.77 1 446.5 35.5 20.4 13.98 10.92 9.3 8.175 6.65 5.718 4.333 3.8 3.525 2.825 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 3000 3300 3 3 3 3 2850 3 -300 1 3 563.89 4.5 0.125 -100.837 708.61 0.01 23.95 0.01 33.8 1 424.4 37 28.5 23.2 19.8 17.3 15.4 13.9 12.6 11.6 10.7 10 9.3 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 3300 3600 3 3 3 3 2850 3 -600 3 3 126.9 13.5 0.125 9.477 531.56 0.01 8.05 0.01 15.15 1 420.6 19.3 10.34 8.133 6.6 5.8 4.967 4.439 4.233 3.6 3.3 3.061 2.9 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 3600 3900 3 3 3 3 2850 3 -900 5 3 58.606 9.5 0.125 -9.894 1221 0.01 10.57 0.01 8.654 1 421 21 13.9 10.4 8.7 7.5 6.561 5.8 5.4 4.9 4.5 4 3.767 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1500 1800 3900 4200 3 3 3 3 2850 3 -1200 7 3 14.067 6.5 0.125 -0.597 1028 0.01 17.31 0.05 16.84 1 441 34.96 22.47 17.13 14.03 12.44 10.8 9.667 8.8 8.167 7.4 6.961 6.657 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1200 1500 4200 4500 3 3 3 3 2850 3 -1500 9 3 3.3825 5.9 0.125 11.04 534.92 0.16 16.71 1.97 31.23 1 463.3 45.52 24.14 16.92 13.07 11.34 10.58 8.36 6.851 5.234 4.8 4.5 3.88 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 3300 3600 3 3 3 3 3000 3 -450 2 3 104 4.5 0.125 7.719 522.76 0.01 15.4 0.01 29.45 1 427.9 30.13 18.87 15 12.9 11.1 9.867 8.9 8 7.3 6.8 6.4 5.9 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 3600 3900 3 3 3 3 3000 3 -750 4 3 73.867 13.5 0.125 -8.563 618.83 0.01 4.37 0.12 7.056 1 408.1 10.2 6.2 4.367 3.6 3 2.539 2.1 2 1.8 1.467 1.233 1.1 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 3900 4200 3 3 3 3 3000 3 -1050 6 3 44.86 9.5 0.125 -0.953 1495.4 0.01 14.29 0.01 9.557 1 428.9 28.3 18.5 14.2 11.7 10 8.8 7.8 7.1 6.339 5.839 5.4 4.9 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1500 1800 4200 4500 3 3 3 3 3000 3 -1350 8 3 8.3299 6.5 0.125 10.831 869.62 0.03 19.42 0.01 22.33 1 457.9 44.13 25.6 19.6 16.02 13.5 11.9 10.7 9.8 8.967 8.4 8.239 7.9 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1200 1500 4500 4800 3 3 3 3 3000 3 -1650 10 3 2.8046 5.9 0.125 -7.42 591.37 0.2 22.02 2.73 37.23 1 475.8 52.78 31.46 22.28 17.23 15.21 13.42 11.21 8.995 7 6.446 5.88 4.6 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 3300 3600 3 3 3 3 3150 3 -300 1 3 160.6 2.2 0.125 6.231 412.81 0.01 29.59 0.04 71.67 1 446.4 51.92 35.44 28.58 24.56 21.5 19.02 17.22 15.62 14.42 13.34 12.4 11.54 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 3600 3900 3 3 3 3 3150 3 -600 3 3 42.348 4.5 0.125 -10.49 532.16 0.02 8.15 0.01 15.32 1 409.4 15.5 10.67 8.1 6.8 5.8 5 4.6 4 3.8 3.6 3.2 2.9 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 3900 4200 3 3 3 3 3150 3 -900 5 3 50.281 13.5 0.125 0.317 737.16 0.02 7.53 0.16 10.22 1 414.4 16.34 10.28 7.503 6.067 5.143 4.278 3.778 3.267 3.067 2.667 2.467 2.061 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 4200 4500 3 3 3 3 3150 3 -1200 7 3 24.094 9.5 0.125 11.606 1204.7 0.01 15.4 0.05 12.78 1 445.1 35.8 20.4 15.34 12.7 10.6 9.361 8.3 7.3 6.667 6.243 5.739 5.133 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1500 1800 4500 4800 3 3 3 3 3150 3 -1500 9 3 6.6492 6.5 0.125 -9.527 954.47 0.02 25.7 0.1 26.93 1 470.1 51.6 33.05 25.4 20.94 18.42 16.04 14.53 13.5 12.23 10.9 10.47 10.22 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 3600 3900 3 3 3 3 3300 3 -450 2 3 37.127 2.2 0.125 -10.584 381.72 0.01 17.53 0.13 45.93 1 420.6 29.11 21.16 17.02 14.54 12.62 11.34 10.18 9.186 8.52 7.8 7.3 6.836 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 3900 4200 3 3 3 3 3300 3 -750 4 3 24.175 4.5 0.125 -1.214 607.59 0.03 11.24 0.07 18.5 1 414.5 21 14.47 11.06 9.4 7.757 6.961 6.1 5.5 5.078 4.633 4.3 3.933 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 4200 4500 3 3 3 3 3300 3 -1050 6 3 24.941 13.5 0.125 12.609 585.04 0.03 7.68 0.38 13.13 1 430 22.67 11.28 8.206 6.333 5.2 4.4 3.667 3.233 3.25 2.5 2.3 2 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
1800 2100 4500 4800 3 3 3 3 3300 3 -1350 8 3 17.74 9.5 0.125 -8.2 1267.2 0.02 19.82 0.05 15.64 1 456.8 41.21 26.64 19.8 16.5 13.7 12.1 10.7 9.5 8.8 8.2 7.433 6.983 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 3600 3900 3 3 3 3 3450 3 -300 1 3 151.7 2.3 0.125 -10.084 372.98 0.01 19.82 0.01 53.15 1 421.5 32.6 24 19.3 16.27 14.3 12.8 11.6 10.36 9.633 8.867 8.2 7.6 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 3900 4200 3 3 3 3 3450 3 -600 3 3 17.355 2.2 0.125 -2.772 446.08 0.03 20.29 0.33 45.48 1 423.2 33.1 24.02 19.54 16.8 14.7 13.24 11.85 10.36 10.03 9.18 8.196 8.14 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 4200 4500 3 3 3 3 3450 3 -900 5 3 10.934 4.5 0.125 11.04 480.92 0.05 12.04 0.12 25.04 1 429.1 27.3 16.06 12.07 9.933 8.2 7.522 6.333 5.539 5.167 4.667 4.177 4.067 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2100 2400 4500 4800 3 3 3 3 3450 3 -1200 7 3 17.19 13.5 0.125 -7.1 604.86 0.05 11.27 0.51 18.63 1 440.6 26.23 16.1 11.63 9.467 7.394 6.85 5.5 4.9 4.9 3.667 2.857 2.978 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 3900 4200 3 3 3 3 3600 3 -450 2 3 45.207 2.3 0.125 -1.984 444.59 0.02 24.35 0.01 54.78 1 426.8 39.8 29.2 23.6 20.06 17.7 15.8 14.2 13 11.83 10.7 10.3 9.567 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 4200 4500 0 0 0 0 3600 0 -750 4 3 5.8825 1.802 0.125 0 367.93 0.01 17.73 0.05 48.2 1 36.02 25.71 20.15 16.92 15.37 13.11 11.45 11.31 10.02 8.886 7.521 7.148 6.975 376926.15 4503270.225 1721.85 376238.7 4503846.6 1802.3 376467.8 4503653.1 1912.1 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 
2700 3000 4200 4500 3 3 3 3 3600 3 -750 4 3 7.1508 2.2 0.125 10.737 367.61 0.05 21.64 0.58 58.86 1 435.6 38.76 25.56 20.2 17.23 15.76 14.28 12.66 11.48 10.9 10.12 9.3 8.96 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2400 2700 4500 4800 3 3 3 3 3600 3 -1050 6 3 7.0404 4.5 0.125 -10.947 495.44 0.11 15.6 0.01 31.48 1 436.1 29.53 20.99 15.47 12.6 10.23 9.4 8.167 6.637 6.4 5.967 5.633 5 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3300 3600 3900 4200 3 3 3 3 3750 3 -300 1 3 234 4.5 0.125 -4.03 294.05 0.01 10.06 0.01 34.22 1 404.9 17.1 12.5 9.8 8.2 7.261 6.4 5.6 5.133 4.867 4.361 4.033 3.6 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 4200 4500 0 0 0 0 3750 0 -600 3 3 10.822 1.766 0.125 0 351.61 0.01 23.59 0.04 67.1 1 45.81 32.73 26.92 22.62 19.72 17.34 15.94 14.29 13.07 11.96 11.21 10.52 9.757 377038.6 4503172.625 1718.6 376467.8 4503653.1 1912.1 376688.5 4503456.2 1789.3 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 
3000 3300 4200 4500 3 3 3 3 3750 3 -600 3 3 14.379 2.3 0.125 11.633 353.52 0.04 26.33 0.12 74.49 1 442.1 47.34 31.97 25.57 21.54 19.1 17.24 15.1 13.9 13 11.86 11.03 10.38 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 4500 4800 0 0 0 0 3750 0 -900 5 3 3.5019 1.802 0.125 0 376.25 0.01 20.17 0.23 53.61 1 42.98 30.1 23.05 19.01 18 14.7 12.85 13.59 11.68 10.01 8.12 7.655 7.775 377041.15 4503173.05 1718.525 376238.7 4503846.6 1802.3 376467.8 4503653.1 1912.1 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 
2700 3000 4500 4800 3 3 3 3 3750 3 -900 5 3 4.2293 2.2 0.125 -10.945 380.48 0.01 26.27 1.11 69.03 1 440.5 40.32 29.9 24.76 21.64 19.44 17.64 15.6 13.56 13.42 12.28 11.1 11.04 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3300 3600 4200 4500 0 0 0 0 3900 0 -450 2 3 36.86 3.216 0.125 0 261.14 0.01 14.3 0.01 54.76 1 28.01 20.18 16.24 13.74 11.94 10.67 9.451 8.635 7.972 7.284 6.811 6.327 6.013 377152.425 4503076.875 1660.025 376688.5 4503456.2 1789.3 376923.1 4503270.1 1677.8 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 
3300 3600 4200 4500 3 3 3 3 3900 3 -450 2 3 53.003 4.5 0.125 11.105 266.42 0.01 15.87 0.07 59.55 1 424.3 30.3 19.4 15.43 13 11.5 10.34 9.233 8.333 7.8 7.2 6.5 5.9 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 4500 4800 0 0 0 0 3900 0 -750 4 3 5.606 1.766 0.125 0 357.53 0.01 25.77 0.09 72.09 1 51.99 36.15 29.89 24.73 21.5 18.73 17.24 15.46 14 12.77 11.94 11.26 10.16 377153.6 4503075.45 1715.275 376467.8 4503653.1 1912.1 376688.5 4503456.2 1789.3 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 
3000 3300 4500 4800 3 3 3 3 3900 3 -750 4 3 7.3824 2.3 0.125 -10.72 363.01 0.06 29.29 0.01 80.67 1 446.4 47.48 35.43 28.47 23.77 21 19.47 16.97 15.4 14.28 12.97 12.17 10.73 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
2700 3000 4800 5100 0 0 0 0 3900 0 -1050 6 3 1.6817 1.801 0.125 0 293.67 0.02 24.05 0.32 81.91 1 50.05 34.93 26.93 22.37 21.81 18.53 14.75 14.17 11.41 9.808 7.444 7.47 7.378 377156.875 4503075.375 1737.475 376238.7 4503846.6 1802.3 376467.8 4503653.1 1912.1 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 
3600 3900 4200 4500 0 0 0 0 4050 0 -300 1 3 407.04 8.474 0.125 0 265.97 0.01 11.78 0.01 44.31 1 22.89 16.53 13.36 11.32 9.848 8.73 7.841 7.122 6.513 6.001 5.551 5.165 4.839 377270.125 4502982.625 1619.625 376923.1 4503270.1 1677.8 377159.3 4503079.2 1627.7 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 
3300 3600 4500 4800 0 0 0 0 4050 0 -600 3 3 15.903 3.216 0.125 0 276.06 0.01 18.25 0.02 66.11 1 36.66 26.11 20.87 17.57 15.17 13.67 12 11.02 10.17 9.232 8.767 8.091 7.815 377267.425 4502979.7 1656.7 376688.5 4503456.2 1789.3 376923.1 4503270.1 1677.8 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 
3300 3600 4500 4800 3 3 3 3 4050 3 -600 3 3 22.625 4.5 0.125 -10.039 284.31 0.04 20.6 0.16 72.44 1 431.2 33.2 24.94 20.1 17.02 14.82 13.07 11.5 10.57 10.06 9.467 8.433 8.184 378533.65 4501916.55 1584.275 * * * * * * * * * * * * 
3000 3300 4800 5100 0 0 0 0 4050 0 -900 5 3 2.6464 1.766 0.125 0 299.97 0.01 28.42 0.1 94.73 1 58.16 39.99 33.02 27.16 23.91 20.73 19.25 16.77 15.56 14.37 13.28 12.35 11.25 377269.325 4502977.775 1734.225 376467.8 4503653.1 1912.1 376688.5 4503456.2 1789.3 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 
2700 3000 5100 5400 0 0 0 0 4050 0 -1200 7 3 1.2934 1.802 0.125 0 340.83 0.03 22.25 0.15 65.28 1 48.93 34.36 25.01 21.17 20.55 16.54 13.38 15 12.59 11.19 7.987 7.734 7.966 377271.95 4502978.675 1758.025 376238.7 4503846.6 1802.3 376467.8 4503653.1 1912.1 378076.8 4502305.1 1649.2 378304.5 4502109.9 1668.5 
3600 3900 4500 4800 0 0 0 0 4200 0 -450 2 3 118.31 8.474 0.125 0 304.98 0.01 17.06 0.01 55.95 1 33.51 24 19.35 16.39 14.25 12.66 11.36 10.32 9.436 8.7 8.024 7.433 7.014 377385.125 4502885.45 1616.3 376923.1 4503270.1 1677.8 377159.3 4503079.2 1627.7 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 
3300 3600 4800 5100 0 0 0 0 4200 0 -750 4 3 6.9268 3.216 0.125 0 244.56 0.01 20.37 0.01 83.29 1 41.4 29.33 23.35 19.64 16.99 15.27 13.29 12.22 11.39 10.27 9.747 9.043 8.734 377383.15 4502882.025 1675.65 376688.5 4503456.2 1789.3 376923.1 4503270.1 1677.8 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 
3000 3300 5100 5400 0 0 0 0 4200 0 -1050 6 3 2.0066 1.766 0.125 0 366.06 0.01 27.71 0.14 75.69 1 56.93 38.6 32.58 26.93 23.3 19.77 18.71 16.3 14.7 13.24 12.92 12.27 11.17 377384.4 4502881.075 1754.775 376467.8 4503653.1 1912.1 376688.5 4503456.2 1789.3 378076.8 4502305.1 1649.2 378304.5 4502109.9 1668.5 
2700 3000 5400 5700 0 0 0 0 4200 0 -1350 8 3 1.563 1.802 0.125 0 587.4 0.03 20.37 0.17 34.68 1 47.48 32.59 23.25 18.91 19.67 14.98 12.11 14.82 11.86 9.85 6.405 6.287 7.111 377386.2 4502881.325 1751.35 376238.7 4503846.6 1802.3 376467.8 4503653.1 1912.1 378304.5 4502109.9 1668.5 378533.8 4501915.7 1622.5 
3900 4200 4500 4800 0 0 0 0 4350 0 -300 1 3 594.74 10.95 0.125 0 302.63 0.01 16.28 0.01 53.8 1 31.3 22.72 18.41 15.62 13.61 12.08 10.84 9.855 9.017 8.333 7.719 7.191 6.742 377500.4 4502789.275 1596.75 377159.3 4503079.2 1627.7 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 
3600 3900 4800 5100 0 0 0 0 4350 0 -600 3 3 42.893 8.474 0.125 0 282.43 0.01 20.73 0.01 73.41 1 40.97 29.23 23.54 19.92 17.3 15.38 13.8 12.53 11.46 10.56 9.705 8.955 8.501 377500.85 4502787.775 1635.25 376923.1 4503270.1 1677.8 377159.3 4503079.2 1627.7 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 
3300 3600 5100 5400 0 0 0 0 4350 0 -900 5 3 4.9946 3.216 0.125 0 310.06 0.01 18.85 0.02 60.79 1 39.72 27.69 21.77 18.23 15.71 14.29 12.1 11.2 10.67 9.49 8.974 8.23 8.066 377498.225 4502785.325 1696.2 376688.5 4503456.2 1789.3 376923.1 4503270.1 1677.8 378076.8 4502305.1 1649.2 378304.5 4502109.9 1668.5 
3000 3300 5400 5700 0 0 0 0 4350 0 -1200 7 3 2.2612 1.766 0.125 0 617.43 0.02 24.93 0.19 40.37 1 55.27 35.7 30.13 24.17 20.82 17.68 17.16 14.58 13.36 11.86 11.15 10.97 9.27 377498.65 4502783.725 1748.1 376467.8 4503653.1 1912.1 376688.5 4503456.2 1789.3 378304.5 4502109.9 1668.5 378533.8 4501915.7 1622.5 
2700 3000 5700 6000 0 0 0 0 4350 0 -1500 9 3 1.1246 1.802 0.125 0 581.77 0.04 22.04 0.23 37.89 1 52.23 35.79 25.18 20.46 21.57 16.28 12.77 16.37 12.93 10.59 6.646 6.181 7.496 377501.2 4502784.7 1728.95 376238.7 4503846.6 1802.3 376467.8 4503653.1 1912.1 378533.8 4501915.7 1622.5 378764.5 4501723.4 1578.9 
3900 4200 4800 5100 0 0 0 0 4500 0 -450 2 3 153.96 10.95 0.125 0 321.73 0.01 22.26 0.01 69.2 1 42.58 30.96 25.12 21.34 18.61 16.53 14.84 13.5 12.34 11.43 10.58 9.857 9.263 377616.125 4502691.6 1615.7 377159.3 4503079.2 1627.7 377384.2 4502885.4 1599.6 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 
3600 3900 5100 5400 0 0 0 0 4500 0 -750 4 3 27.676 8.474 0.125 0 366.48 0.01 19.26 0.01 52.56 1 39.23 27.5 21.99 18.56 16.07 14.26 12.77 11.56 10.54 9.708 8.887 8.126 7.75 377615.925 4502691.075 1655.8 376923.1 4503270.1 1677.8 377159.3 4503079.2 1627.7 378076.8 4502305.1 1649.2 378304.5 4502109.9 1668.5 
3300 3600 5400 5700 0 0 0 0 4500 0 -1050 6 3 5.436 3.216 0.125 0 538.57 0.02 16.92 0.03 31.41 1 37.47 25.56 19.81 16.42 14.07 12.87 10.68 9.94 9.538 8.306 8.145 7.475 7.562 377612.475 4502687.975 1689.525 376688.5 4503456.2 1789.3 376923.1 4503270.1 1677.8 378304.5 4502109.9 1668.5 378533.8 4501915.7 1622.5 
3000 3300 5700 6000 0 0 0 0 4500 0 -1350 8 3 1.6131 1.766 0.125 0 629.56 0.03 26.62 0.22 42.28 1 59.54 38 32.42 25.7 22.26 18.77 18.55 15.34 13.98 12.51 12.15 11.72 9.88 377613.65 4502687.1 1725.7 376467.8 4503653.1 1912.1 376688.5 4503456.2 1789.3 378533.8 4501915.7 1622.5 378764.5 4501723.4 1578.9 
2700 3000 6000 6300 0 0 0 0 4500 0 -1650 10 3 0.5972 1.802 0.125 0 413.84 0.04 18.19 0.28 43.96 1 46 31.37 20.73 16.89 18.7 13.52 9.901 14.64 10.89 8.582 4.096 3.776 5.646 377615.2 4502687.525 1714.25 376238.7 4503846.6 1802.3 376467.8 4503653.1 1912.1 378764.5 4501723.4 1578.9 378989.8 4501527 1563.7 
4200 4500 4800 5100 0 0 0 0 4650 0 -300 1 3 526.84 11.46 0.125 0 267.41 0.01 15.02 0.01 56.15 1 28.76 20.95 16.98 14.41 12.55 11.13 10 9.083 8.316 7.671 7.11 6.617 6.189 377729.775 4502595.75 1602.125 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 
3900 4200 5100 5400 0 0 0 0 4650 0 -600 3 3 79.758 10.95 0.125 0 418.82 0.01 21.44 0.01 51.2 1 41.85 30.11 24.31 20.59 17.93 15.9 14.23 12.93 11.78 10.93 10.11 9.395 8.85 377731.2 4502594.9 1636.25 377159.3 4503079.2 1627.7 377384.2 4502885.4 1599.6 378076.8 4502305.1 1649.2 378304.5 4502109.9 1668.5 
3600 3900 5400 5700 0 0 0 0 4650 0 -900 5 3 28.091 8.475 0.125 0 649.54 0.01 16.82 0.01 25.9 1 36.1 24.54 19.36 16.26 13.99 12.45 11.12 10.03 9.134 8.395 7.613 6.865 6.685 377730.175 4502593.725 1649.125 376923.1 4503270.1 1677.8 377159.3 4503079.2 1627.7 378304.5 4502109.9 1668.5 378533.8 4501915.7 1622.5 
3300 3600 5700 6000 0 0 0 0 4650 0 -1200 7 3 3.7794 3.216 0.125 0 561.89 0.02 17.95 0.04 31.95 1 40.65 27.4 21.12 17.47 14.89 13.78 11.21 10.59 10.2 8.824 8.727 8.004 8.238 377727.475 4502591.35 1667.125 376688.5 4503456.2 1789.3 376923.1 4503270.1 1677.8 378533.8 4501915.7 1622.5 378764.5 4501723.4 1578.9 
3000 3300 6000 6300 0 0 0 0 4650 0 -1500 9 3 0.85365 1.766 0.125 0 460.28 0.04 24.07 0.27 52.3 1 55.21 34.34 29.57 23.2 20.43 16.52 16.97 13.64 12.44 10.81 11.38 11.35 8.675 377727.65 4502589.925 1711 376467.8 4503653.1 1912.1 376688.5 4503456.2 1789.3 378764.5 4501723.4 1578.9 378989.8 4501527 1563.7 
2700 3000 6300 6600 0 0 0 0 4650 0 -1800 11 3 0.3636 1.802 0.125 0 325.07 0.05 34.65 0.36 106.6 1 79.63 56.07 39.03 32.9 32.93 26.06 19.84 24.71 19.97 16.62 10.95 10.66 11.79 377730.025 4502591.025 1704 376238.7 4503846.6 1802.3 376467.8 4503653.1 1912.1 378989.8 4501527 1563.7 379223.8 4501337.4 1537.9 
4200 4500 5100 5400 0 0 0 0 4800 0 -450 2 3 170.36 11.46 0.125 0 344.78 0.01 16.24 0.01 47.1 1 31.43 22.78 18.43 15.61 13.57 12.03 10.79 9.788 8.956 8.259 7.65 7.103 6.64 377844.85 4502499.05 1622.675 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 378076.8 4502305.1 1649.2 378304.5 4502109.9 1668.5 
3900 4200 5400 5700 0 0 0 0 4800 0 -750 4 3 72.154 10.95 0.125 0 755.5 0.01 18.23 0.01 24.14 1 36.83 25.96 20.78 17.53 15.23 13.51 12.04 10.94 9.915 9.273 8.533 7.917 7.534 377845.45 4502497.55 1629.575 377159.3 4503079.2 1627.7 377384.2 4502885.4 1599.6 378304.5 4502109.9 1668.5 378533.8 4501915.7 1622.5 
3600 3900 5700 6000 0 0 0 0 4800 0 -1050 6 3 18.59 8.475 0.125 0 688.2 0.01 17.81 0.01 25.87 1 39.13 26.16 20.54 17.21 14.81 13.17 11.76 10.61 9.657 8.885 8.031 7.183 7.054 377845.175 4502497.1 1626.725 376923.1 4503270.1 1677.8 377159.3 4503079.2 1627.7 378533.8 4501915.7 1622.5 378764.5 4501723.4 1578.9 
3300 3600 6000 6300 0 0 0 0 4800 0 -1350 8 3 1.9627 3.216 0.125 0 418.41 0.03 14.83 0.05 35.45 1 35.92 23.32 17.52 14.69 12.32 11.64 8.804 8.624 8.702 7.244 7.307 6.71 7.287 377841.475 4502494.175 1652.425 376688.5 4503456.2 1789.3 376923.1 4503270.1 1677.8 378764.5 4501723.4 1578.9 378989.8 4501527 1563.7 
3000 3300 6300 6600 0 0 0 0 4800 0 -1650 10 3 0.51559 1.766 0.125 0 367.55 0.03 38.53 0.44 104.8 1 87.2 56.48 47.61 37.51 32.64 26.38 26.59 24.36 22.69 18.12 18.17 16.36 14.22 377842.475 4502493.425 1700.75 376467.8 4503653.1 1912.1 376688.5 4503456.2 1789.3 378989.8 4501527 1563.7 379223.8 4501337.4 1537.9 
4500 4800 5100 5400 0 0 0 0 4950 0 -300 1 3 363.16 4.68 0.125 0 439.89 0.01 18.95 0.01 43.08 1 36.43 26.54 21.49 18.21 15.84 14.04 12.59 11.42 10.44 9.619 8.916 8.298 7.744 377959.85 4502401.875 1619.35 377613.9 4502695.8 1573.4 377844.2 4502496.7 1586.3 378076.8 4502305.1 1649.2 378304.5 4502109.9 1668.5 
4200 4500 5400 5700 0 0 0 0 4950 0 -600 3 3 114.57 11.46 0.125 0 575.95 0.01 13.6 0.01 23.61 1 27.16 19.33 15.51 13.1 11.36 10.07 9.014 8.18 7.507 6.934 6.409 5.934 5.553 377959.1 4502401.7 1616 377384.2 4502885.4 1599.6 377613.9 4502695.8 1573.4 378304.5 4502109.9 1668.5 378533.8 4501915.7 1622.5 
3900 4200 5700 6000 0 0 0 0 4950 0 -900 5 3 43.924 10.95 0.125 0 805.1 0.01 19.3 0.01 23.97 1 39.75 27.64 22.03 18.56 16.13 14.3 12.71 11.57 10.45 9.833 9.036 8.368 8.02 377960.45 4502400.925 1607.175 377159.3 4503079.2 1627.7 377384.2 4502885.4 1599.6 378533.8 4501915.7 1622.5 378764.5 4501723.4 1578.9 
3600 3900 6000 6300 0 0 0 0 4950 0 -1200 7 3 9.3404 8.475 0.125 0 520.68 0.01 14.96 0.01 28.73 1 34.62 22.38 17.38 14.45 12.36 11.07 9.9 8.917 8.126 7.393 6.648 5.835 5.916 377959.175 4502399.925 1612.025 376923.1 4503270.1 1677.8 377159.3 4503079.2 1627.7 378764.5 4501723.4 1578.9 378989.8 4501527 1563.7 
3300 3600 6300 6600 0 0 0 0 4950 0 -1500 9 3 1.1688 3.216 0.125 0 339.98 0.03 29.74 0.06 87.49 1 66.52 45.41 35.03 29.06 24.84 22.99 18.49 17.48 16.97 14.93 14.63 13.11 13.31 377956.3 4502397.675 1642.175 376688.5 4503456.2 1789.3 376923.1 4503270.1 1677.8 378989.8 4501527 1563.7 379223.8 4501337.4 1537.9 
